location_id	address_1	address_2	city	state	zip	county	location_source_value	country_concept_id	country_source_value	latitude	longitude
1							W01000003			53.41141392762353	-4.338028852089873
2							W01000004			53.402399774562106	-4.367671620140704
3							W01000005			53.272901276097336	-4.105741691502543
4							W01000006			53.26903162984295	-4.3893091316212125
5							W01000007			53.20625746340804	-4.383636788548152
6							W01000008			53.226150921962535	-4.200699700433781
7							W01000009			53.25957857010273	-4.441027058159434
8							W01000010			53.32085663482284	-4.246642753715969
9							W01000011			53.226375984350405	-4.169366987541621
10							W01000012			53.250381702502125	-4.306406890469461
11							W01000013			53.25788250806692	-4.1634279516672965
12							W01000014			53.26746783565909	-4.312949286203706
13							W01000015			53.22189961789503	-4.192101059997719
14							W01000016			53.30984375463089	-4.633771829641907
15							W01000017			53.29831774731561	-4.629844046616389
16							W01000018			53.412259446247965	-4.436232579970087
17							W01000019			53.306324122515264	-4.233821393767999
18							W01000021			53.37179525345232	-4.338179641382469
19							W01000022			53.345872491112345	-4.535210444305384
20							W01000023			53.29292944789135	-4.498983403636552
21							W01000024			53.25882056508922	-4.528561587838437
22							W01000025			53.228513170820634	-4.268196526935603
23							W01000026			53.30256316442752	-4.076549442901277
24							W01000027			53.193689525063405	-4.259254180580299
25							W01000028			53.331497958290555	-4.426912299326007
26							W01000029			53.30309047546556	-4.622706231854717
27							W01000030			53.30461502611803	-4.642833151527262
28							W01000031			53.38975967678562	-4.480434834979022
29							W01000033			53.307842156448125	-4.621559915468919
30							W01000034			53.314734688804215	-4.653837364498496
31							W01000035			53.287997077799865	-4.167566442109513
32							W01000036			53.31506552808562	-4.628640583090826
33							W01000037			53.315457503152174	-4.639152867251749
34							W01000038			53.16468487951963	-4.348599091868496
35							W01000040			53.296007000997335	-4.645103008866913
36							W01000041			53.258742916407584	-4.287758965408603
37							W01000042			53.23550048992553	-4.175302232511394
38							W01000044			53.29528398849181	-4.54165798011115
39							W01000047			52.92028629523603	-4.392242939098695
40							W01000050			53.197752951759796	-4.020881734756348
41							W01000051			52.910204965705915	-3.6027789954435416
42							W01000052			53.16865527466737	-4.206271568370952
43							W01000053			53.14845920859644	-4.195433655392952
44							W01000054			53.11780638589283	-4.278015494114229
45							W01000056			52.99336039642353	-3.9558226016989657
46							W01000057			52.787790937718434	-3.858024180024157
47							W01000059			53.14710169885299	-4.249068073983432
48							W01000060			52.715379091801516	-3.72428236537387
49							W01000061			52.9250549994077	-4.226763656163026
50							W01000062			53.225254057146586	-4.127207704320277
51							W01000063			53.139546740363905	-4.110185782872983
52							W01000064			53.212283839336315	-4.1484643263608145
53							W01000065			52.99709993210587	-3.917513615410313
54							W01000066			52.97950003036341	-4.201513007191305
55							W01000067			52.73166081290821	-3.8839279101590702
56							W01000068			52.73808787201565	-3.8844044711949945
57							W01000070			52.9030040404107	-4.49271669662113
58							W01000071			53.180075152214776	-4.052148974632998
59							W01000072			53.21912014209683	-4.1521285267208174
60							W01000073			53.083681321856695	-4.305694844571764
61							W01000074			52.89427074161769	-4.058228299787516
62							W01000075			53.21846813328113	-4.131507204437793
63							W01000076			53.23236147029459	-4.126817063131429
64							W01000077			53.2311138221883	-4.118439157086306
65							W01000078			52.969907654304876	-4.417222799764027
66							W01000080			52.85050998878997	-4.4957289753833924
67							W01000081			53.101432791035215	-4.0927557429659
68							W01000082			52.95396475054667	-3.5839457968982154
69							W01000083			52.87615995005839	-3.6665014922813017
70							W01000084			52.82414062653504	-4.530178624855303
71							W01000085			52.675026722633014	-4.030141832084502
72							W01000086			53.02604382185971	-4.281228949354357
73							W01000087			53.14981191041567	-4.191951436868505
74							W01000088			53.09731085986499	-4.2616601530745655
75							W01000089			52.939483073513756	-4.312369520459709
76							W01000090			53.222358516654076	-4.1187895442545015
77							W01000091			53.2270419753332	-4.113065528698116
78							W01000092			53.22664665959269	-4.14105128692005
79							W01000093			53.152822728711634	-4.25423254504705
80							W01000094			52.92640595037592	-4.5689890080609254
81							W01000095			52.93298006820092	-4.5113773578205265
82							W01000096			53.17900990000535	-4.056560306254454
83							W01000097			53.184271807779055	-4.068729997917576
84							W01000098			53.138357679218906	-4.255239899197011
85							W01000099			53.16362995589307	-4.153220923728378
86							W01000100			52.96872781225692	-4.045219110183983
87							W01000101			52.92628258040068	-4.077482866992625
88							W01000102			53.20376917114202	-4.158821572633616
89							W01000103			53.197983177648645	-4.15706537768202
90							W01000104			53.054033129210694	-4.296369003522161
91							W01000105			52.93265887264983	-4.1149030476472905
92							W01000106			52.9189890643753	-4.159235119079746
93							W01000107			53.01831653467666	-4.07058011253589
94							W01000108			52.892814041844055	-4.420286759316846
95							W01000109			52.88095561191763	-4.425005925614669
96							W01000110			53.13209742924823	-4.263329887348862
97							W01000111			53.12992710451534	-4.2782168671234135
98							W01000112			53.068112459050454	-4.233055168133895
99							W01000113			52.97079372029008	-3.899453842925219
100							W01000114			52.900126363955366	-3.9011771956018793
101							W01000115			53.15847214569346	-4.072687612768288
102							W01000116			52.57633669851531	-4.038408358268808
103							W01000117			52.594137761020406	-4.098888573980276
104							W01000118			53.0800676991939	-4.159450206049744
105							W01000119			53.17497798983772	-4.218949693057499
106							W01000121			53.082842071368056	-3.9186063694002295
107							W01000122			53.23914428488778	-3.6431917318944156
108							W01000123			53.23894818025865	-3.9662202796918717
109							W01000124			53.2134208080971	-3.8863189940118543
110							W01000125			53.27627662924956	-3.8856656430593257
111							W01000126			53.2848789416571	-3.691305554466906
112							W01000127			53.29133372985629	-3.6801351413666956
113							W01000128			53.290947193028735	-3.692778829928241
114							W01000129			53.286557823314965	-3.8530071508747477
115							W01000130			53.278630616928325	-3.832253442918512
116							W01000131			53.27166324020054	-3.8357670103275896
117							W01000132			53.3200870730834	-3.810228106237505
118							W01000133			53.31738090031502	-3.7986309326916636
119							W01000134			53.13188320405464	-3.7856489916812053
120							W01000135			53.30279378696724	-3.8241336086999973
121							W01000136			53.295585695448636	-3.825925234220081
122							W01000137			53.19494561861352	-3.7824185375951678
123							W01000138			53.28079417014522	-3.7035480048553144
124							W01000139			53.28962423906584	-3.7052152592109864
125							W01000140			53.270522882973424	-3.547182120150114
126							W01000141			53.28160577867549	-3.5908388167848493
127							W01000142			53.2774158898651	-3.596660572401741
128							W01000143			53.291536485335534	-3.7265244751672646
129							W01000144			53.29271366161677	-3.7170063793640713
130							W01000145			53.279532842590164	-3.72152729028441
131							W01000146			53.32949156075996	-3.8361392446674367
132							W01000147			53.332351818838546	-3.8565307368427137
133							W01000148			53.14532928456358	-3.798186508867981
134							W01000149			53.30842286300478	-3.529207115705164
135							W01000150			53.29807400711134	-3.511517632818722
136							W01000151			53.30291053748598	-3.522567781621179
137							W01000152			53.312526973195624	-3.514170707349491
138							W01000153			53.28343422084217	-3.6270860002709298
139							W01000154			53.30167026993005	-3.758531545243342
140							W01000155			53.30514542772629	-3.7432036638842754
141							W01000156			53.313227373134985	-3.7440893839280083
142							W01000157			53.311705525442626	-3.7491177204494286
143							W01000158			53.30827135931865	-3.755790158463781
144							W01000159			53.12411184588504	-3.6777087517087423
145							W01000162			53.167805466566946	-3.5612393614014124
146							W01000163			53.28422134824639	-3.669841685427037
147							W01000164			53.27771236586378	-3.650415739247327
148							W01000165			53.288724017634024	-3.8165823596082276
149							W01000166			53.29354196611591	-3.807115213430966
150							W01000167			53.28703364648087	-3.7595548322234316
151							W01000168			53.312604363899275	-3.839232748145468
152							W01000169			53.3208067602712	-3.83061597341846
153							W01000170			53.24779894977283	-3.942087297903467
154							W01000171			53.25535528153809	-3.9081283319213833
155							W01000172			53.26336973065907	-3.93810087205076
156							W01000173			53.3038877686482	-3.783991754302714
157							W01000174			53.31642611003652	-3.771955633372821
158							W01000175			53.318295297955856	-3.770481393148939
159							W01000176			53.2820867997075	-3.8046679857876295
160							W01000177			53.28821356456903	-3.7904548517315324
161							W01000178			53.28772845259791	-3.5795751803101727
162							W01000179			53.28930052867623	-3.5941198821149607
163							W01000180			53.28215544253739	-3.740707876043816
164							W01000181			53.28812805484416	-3.738810180489811
165							W01000182			53.298838373855276	-3.7332532046854525
166							W01000183			53.29643063951416	-3.7405059304372528
167							W01000184			53.2935210479437	-3.5407444137890525
168							W01000185			53.1478158185494	-3.862217035819367
169							W01000186			53.31983735538616	-3.820781356362
170							W01000187			53.311509180684574	-3.8297436953504014
171							W01000188			53.31110138031013	-3.8187284733936497
172							W01000189			53.03974487434947	-3.774466658113566
173							W01000190			53.02601577646756	-3.550939394254736
174							W01000191			53.27279761276394	-3.4938171961683233
175							W01000192			52.97525793558529	-3.301420137280113
176							W01000193			52.986473440521856	-3.414737523265025
177							W01000194			53.18500537176822	-3.4182149776760458
178							W01000195			53.18195357155393	-3.397066144622395
179							W01000196			53.195870418217055	-3.4074898241866283
180							W01000197			53.193788957003605	-3.3928869590375608
181							W01000198			53.18467434136935	-3.4264039296950894
182							W01000199			53.18560857751179	-3.444811085229256
183							W01000200			53.302261358829824	-3.4024735581424226
184							W01000201			53.3100404233318	-3.4230875122182716
185							W01000202			53.05697800101361	-3.4012134966861667
186							W01000203			53.08490920306451	-3.195975747441638
187							W01000204			53.14025256129105	-3.2833304055493375
188							W01000205			52.92162462161515	-3.4142233030800755
189							W01000206			53.174549181052676	-3.3377182232478764
190							W01000207			53.04103896395257	-3.30344333475519
191							W01000208			52.98912047655757	-3.1930823009074016
192							W01000209			52.97597887919589	-3.1649541447111083
193							W01000210			52.965342736675474	-3.138580223149651
194							W01000211			53.11986485224321	-3.4572966883753495
195							W01000212			53.3274111793952	-3.4041515618865974
196							W01000213			53.33229176977876	-3.409480907909769
197							W01000214			53.34501600687881	-3.3864213566923924
198							W01000215			53.33288045403128	-3.3922990449719044
199							W01000216			53.33550620526518	-3.3830949588647945
200							W01000217			53.31887036694446	-3.408796377545535
201							W01000218			53.338354898877654	-3.4139413703929398
202							W01000219			53.3361760411711	-3.4234246109162485
203							W01000220			53.332800320820965	-3.4370324212909082
204							W01000221			53.32568956059965	-3.4209707419114697
205							W01000222			53.328301551211275	-3.4273196926029517
206							W01000223			53.30049251423523	-3.4548335172382125
207							W01000224			53.29437555566747	-3.455451942582723
208							W01000225			53.28860892751054	-3.473542435386932
